Index,Name,City,State,Phone Number
410,Alyssa Barlow,Los Angeles, California,7 - 63- 7- - - 7- 56-2- 7- 41
411,Alyssa Milano,Atlanta, Georgia,16- 51- 7- -1435
413,Amanda Bynes,Anaheim, California,385 -- 318-3
414,Amanda Congdon,Tampa, Florida,352- 3  1 - 6-*40  1 - 6
415,Amanda Marshall,Tulsa, Oklahoma,- 7- 30- - 7- 6.6-6.64- 7- 
416,Amanda Michalka ,Boise, Idaho,315- 2- 7- 5-838978
417,Amanda Peet,Norfolk, Virginia,7644- 846-2935 * 78
418,Amanda Woodward ,San Antonio, Texas,7 - 6- 7- 4- - 7- - 7- 6-96.69
419,Amber Benson,Chesapeake, Virginia,35 -- 301-4224
420,Ambrosius Flume,El Paso, Texas,210- 551-842- 7- 
421,Amedeo Modigliani,Greensboro, North Carolina,414 -- 5- 7- 6-3- 7- 
422,Amelia Earhart,New York City, New York,6- 7- 5- 900-  1-542
423,Amelia Susan Bones,Hialeah, Florida,949- - 7- - 7- 0-9- 7- 63
424,Aminoss ,Baton Rouge, Louisiana,609- 4*40-1- 7- 2178
425,Amir Derakh ,El Paso, Texas,7548 -- 255-- 7- 912 * 78
426,Amira Hass,Winston-Salem, North Carolina,7 - 210- - 7- 60-5626
427,Amitabh Bachchan,Jersey , New Jersey,7 * -560787 - 01 - 1.4
428,Amitai Etzioni,Henderson, Nevada,7 * -469787 - 01 - 1.4
429,Amos Diggory,Chesapeake, Virginia,529 -- 3- 7- - 7- -2
430,Amos Gitai,Chandler, Arizona,612- 641-633*8
431,Amos Milburn,Tulsa, Oklahoma,51- 7-  -- - 7- 94-3618
433,Amos Tversky,San Antonio, Texas,7648 -- - 7- 32-1023 * 78
435,Amram Gaon,Irving, Texas,14- 685-0681
436,Amy Acuff,Tulsa, Oklahoma,8- 7- 9- 555-992
437,Amy Alcott,Denver, Colorado,6.68- 828-5- 7- 
438,Amy Carmichael,Charlotte, North Carolina,86  1-- 462 - 689- 7- 
439,Amy Dumas ,Baton Rouge, Louisiana,650- 218-46- 7- 9
440,Amy Goodman,Detroit, Michigan,7 * -132687 - 01 - 1.4
441,Amy Grant,Raleigh, North Carolina,7369- - 7- 34-2- 7- 85 * 78
442,Amy Heckerling,Lexington-Fayette, Kentucky,7 - 902- 45- 7- -5432
443,Amy Irving,Tucson, Arizona,25- 201-1305
444,Amy Levy,San Diego, California,964- 956-112
445,Amy Millan,Fremont, California,858- 310-- 7- - 7- 
446,Amy Pascal,Omaha, Nebraska,5- 7- 0- 355-- 7- 293
447,Amy Weber,Laredo, Texas,- 7- - 7- 8- 362-03- 7- - 7- 
448,Amy Weisberger,Riverside, California,250- 38  1- - 684478
449,Amy Winehouse,Chesapeake, Virginia,7386- 8- 7- 9-36- 7- - 7-  * 78
450,Anakin Solo,Tucson, Arizona,-178(787)01 - 1
451,Anan ben David,Seattle, Washington,36- - 7- 3  1--208  1-
452,Anatol Rapoport,Wichita, Kansas,*409- 920-493
453,Anatole Litvak,Indianapolis, Indiana,952- 34- 7- -4
454,Anatoly Onoprienko,Baltimore, Maryland,596- 523-- 7- 48- 7- 
455,Anders Iwers ,Stockton, California,50- 7- - - 7- 6.6-9004
456,Andras Csaki ,Buffalo, New York,935- - 7- 04-226378
457,Andre Agassi,Fort Wayne, Indiana,7550 -- 634-3536 * 78
458,Andre Citroen,Corpus Christi, Texas,7 - 445- - 7- 49-636.6
459,André Cymone,Orlando, Florida,64 -- 6- 7- 2-4- 7- 64
460,André De Toth,Chicago, Illinois,891- 634-914
461,Andre Gregory,Las Vegas, Nevada,296- 64- 7- -4
462,Andre Kertesz,Milwaukee, Wisconsin,996- 59- 7- -9423
463,Andre Lwoff,Las Vegas, Nevada,542- - 7- - 7- 1-6918
464,Andre Previn,St. Louis, Missouri,833* -- 689-486078
465,Andre the Giant,Baton Rouge, Louisiana,7420- - 7- 95-0581 * 78
466,Andre Ward,Tulsa, Oklahoma,7 - 2- 7- 1- 652-2292
467,Andre Weil,St. Paul, Minnesota,-374(787)01 - 1
468,Andrea Bocelli,Houston, Texas,2*40- 934-556
469,Andrea Centazzo,St. Petersburg, Florida,2- 7- 9- 9- 7- 1-8
470,Andrea Dworkin,Phoenix, Arizona,375(787)01 - 1
471,Andrea Marcelli,Oklahoma , Oklahoma,7 * -713487 - 01 - 1.4
472,Andrea Mazzanti,Anchorage municipality, Alaska,385- 615-861378
473,Andreas Paolo Perger ,Fort Wayne, Indiana,74- 7- 0- 634-9135 * 78
474,Andreas Wallan Wahl ,Norfolk, Virginia,7 - 248- 969-6853
475,Andrei Chikatilo,Washington, DC,85- 930-553- 7- 
476,Andrei Codrescu,Jersey , New Jersey,685- 568-996
477,Andrei Krylov ,Corpus Christi, Texas,468- 362-52*
478,Andrei Lilienthal,Lubbock, Texas,*400 -- 423-0221
479,Andrei Shleifer,Houston, Texas,565- 4- 7- 6-4804
480,Andrei Tarkovsky,Durham, North Carolina,92- 7- - 8*40-582478
481,Andrej Romanowitsch Chikatilo,Reno, Nevada,754- 7- - 96  1--200  1- * 78
482,Andrés Bretel ,Memphis, Tennessee,7 - 445- 6.62-- 7- 362
483,Andrés Segovia ,Irvine, California,7 * -130587 - 01 - 1.4
485,Andrew Beacock,Fremont, California,46  1-- 983-3
486,Andrew Bergman,Los Angeles, California,8- 7- 2- - 7- 68-0- 7- 98
487,Andrew Card,Dallas, Texas,946- 353-8- 7- 24
488,Andrew Carnegie ,Tulsa, Oklahoma,908- 626-808178
489,Andrew Cheshire ,Phoenix, Arizona,7694- 885-28- 7- 3 * 78
490,Andrew Cyrille ,Louisville/Jefferson, Kentucky,7 - 938- 444-9631
491,Andrew Farriss,Boise, Idaho,63- - 7- 0  1--  1-8*40
492,Andrew Fastow,Jersey , New Jersey,818- 305-158
493,Andrew Goodman,Jersey , New Jersey,4- 7- 0- 6.68-  1-- 7- 
494,Andrew Grove,Minneapolis, Minnesota,7 * -882387 - 01 - 1.4
495,Andrew Hewitt,Toledo, Ohio,5- 7- 3- 288-4419
496,Andrew Kirke,Irvine, California,646 -- - 7- 46-- 7- 30378
497,Andrew Lamarche,Portland, Oregon,726 - 7-    6.65-2165 * 78
498,Andrew Latimer,Corpus Christi, Texas,7 - 90- 7- - 460-2953
499,Andrew Meltzoff,Buffalo, New York,- 7- 3- 855-36- 7- 0
500,Andrew Murray,Los Angeles, California,362- 816-184
501,Andrew Sachs,Mesa, Arizona,432 -- 899-2
502,Andrew Shives,Arlington, Texas,918- 344-6850
503,Andrew Shue,Fresno, California,310- 969-6112
504,Andrew Stockdale,Anaheim, California,2- 7- 0- 951-825- 7- 78
505,Andrew Strominger,Honolulu, Hawaii,726- 7-  -- 489-5016 * 78
506,Andrew V. Schally,Reno, Nevada,7 - 33*3 -- - 7- 92-- 7- 999
507,Andrew Vajna,Durham, North Carolina,.62 -- 3- 7- 3-4608
508,Andrew Viterbi,Fresno, California,894- 28  1- - 69  1-- 7- 
509,Andrew Weiss,Boise, Idaho,992 -- 26.6-5- 7- 5- 
510,Andrew White,New York City, New York,201 -- 2- 7- 3-9968
511,Andrew Young,Houston, Texas,8- 7- - 7-  -- 221-8315
512,Android 18 ,Omaha, Nebraska,225- 316-36.6278
513,Andromeda Blackv,Plano, Texas,7439- *408-8446 * 78
514,Andros the Invincible,Durham, North Carolina,7 - 920- 619-4248
515,Andy Bell,Durham, North Carolina,08- 36- 7- -5  1-39
516,Andy Cousin ,Chula Vista, California,343 -- 588-25- 7- 
517,Andy Dunlop ,North Las Vegas, Nevada,7 * -511587 - 01 - 1.4
518,Andy Edwards,Newark, New Jersey,255 -- 541-28- 7- 4
519,Andy Fraser ,Cleveland, Ohio,911 -- - 7- - 7- 6-- 7- 599
520,Andy Garcia,Long Beach, California,326 --505-285478
521,Andy Gibb ,Kansas , Missouri,7203- 529-443- 7-  * 78
522,Andy Griffith,Riverside, California,7 - 389- 608-0093
523,Andy Grove,Boise, Idaho,22- 421-0094
524,Andy Hertzfeld,Cleveland, Ohio,959- 9- 7- 6-983
525,Andy Huxley ,Buffalo, New York,8- 7- 4 -- 4- 7- - 7- -05- 7- - 
526,Andy James,Arlington, Texas,904- 8- 7- 5-4538
527,Andy Kaufman,Anchorage municipality, Alaska,*401 -- 88- 7- -1949
528,Andy Kent ,Louisville/Jefferson, Kentucky,860- *404-486878
529,Andy Kim,Garland, Texas,7265- - 7- 86-9- 7- 26 * 78
530,Andy Kulberg of The Blues Project,Fresno, California,7 - 261- 884-8633*
531,Andy McCluskey ,Boston, Massachusetts,81- 433*-3522
532,Andy Montanez,Chandler, Arizona,968- 804-131
533,Andy Moore,Las Vegas, Nevada,485- 642-3- 7- - 7-
534,Andy Pettitte ,Phoenix, Arizona,343- 246-553  1-
535,Andy Rooney,Minneapolis, Minnesota,*409- 238-3989
536,Andy Rourke ,Madison, Wisconsin,949 -- - 7- 99-281078
537,Andy Shernoff of The Dictators,Albuquerque, New Mexico,7983- 33*8-1588 * 78
538,Andy Summers ,Detroit, Michigan,7 - 493- 620-0893
539,Andy Taylor,St. Louis, Missouri,34- 842-2014
540,Andy Timmons ,Cincinnati, Ohio,382- 526-903
541,Andy Vellacott,St. Petersburg, Florida,306- 304-96
542,Andy Warhol,St. Paul, Minnesota,7 * -821687 - 01 - 1.4
543,Andy Warren ,Newark, New Jersey,6.64 -- 592-33*- 7- 9
546,Angel Ibarra ,Glendale, Arizona,7 - 493- 599-8342
547,Angel Manfredy,Scottsdale, Arizona,35- 8- 7- - 7- -- 7-   1-- 7- 8
548,Angel Resendez ,Laredo, Texas,7 * -247287 - 01 - 1.4
549,Angela Merkel,Boston, Massachusetts,252- 422-541- 
550,Angelica Pickles,Columbus, Ohio,986- 832-4165
551,Angelika Kirchschlager ,Las Vegas, Nevada,419- 359-2215
552,Angelina Johnson,Minneapolis, Minnesota,596 --510-869178
553,Angelina Jolie,Kansas , Missouri,78  1-8- 35- 7- -- 7- 8- 7- 6 * 78
554,Angelyne,Virginia Beach, Virginia,7 - 493- - 7- 62-- 7- - 7- 6.6
555,Angus Clark ,Fort Worth, Texas,7 * 914987 - 01 - 1.4
556,Angus Young,Riverside, California,900- 623-- 7- 43
557,Ani DiFranco,Greensboro, North Carolina,329 -- 925-2
558,Anja Harteros,Austin, Texas,882- 930- -6- 7- 58
559,Ann Landers,Chandler, Arizona,986 --56.6-0820
560,Anna Benson,Wichita, Kansas,505- 220-949478
561,Anna Chlumsky ,Baltimore, Maryland,733*3- 320-258- 7-  * 78
562,Anna Freud,Pittsburgh, Pennsylvania,7 * -507587 - 01 - 1.4
563,Anna Halprin,San Francisco, California,05 -- 490-- 7- 041
564,Anna Held,Glendale, Arizona,632- 8  1-3-- 7- 20
565,Anna Kournikova,Laredo, Texas,8- 7- 4- 925-- 7- 
566,Anna Nicole Smith,Greensboro, North Carolina,486 -- 983-8313
567,Anna Popplewell,Kansas , Missouri,209- 29 - 7-   3811
568,Anna Quindlen,Miami, Florida,841- 289-02*4078
569,Anna Seghers,Aurora, Colorado,7620 -- 656-6862 * 78
570,Anna Smashnova,Lexington-Fayette, Kentucky,7 - 6- 7-   1-- - 7- 60-0938
571,Anna Sokalaw,Raleigh, North Carolina,85 -- 221-9518
572,Anna Sokolow,Long Beach, California,914 -- 381-133*
573,Anne B. Davis  ,Las Vegas, Nevada,939- - 7- - 7- 8-8
574,Anne Bancroft,Boise, Idaho,386- - 7- 9- 7- -5891
575,Anne Frank,Anaheim, California,350- 262-- 7- 612
576,Anne Meara,Plano, Texas,328- - 7- 32-510178
577,Anne Murray,Atlanta, Georgia,785- 7- - 242-- 7- 225 * 78
578,Anne Roiphe,San Jose, California,7 - 656- 342-3- 7- - 7- 1
579,Anne Schwanewilms,Baltimore, Maryland,62 -- 963-6064
580,Annette Strauss,San Antonio, Texas,682- 645-103
581,Annie Clark,Buffalo, New York,826- 304-23*
582,Annie Duke,Santa Ana, California,414- 554-1- 7- 49
583,Annie Holland ,Fremont, California,250- 639-  1-33*9
584,Annie Leibovitz,Irving, Texas,243- 52 - 7-   29- 7- 278
585,Annie Sprinkle,Cincinnati, Ohio,7592- 688-  1-200 * 78
586,Annie Wilkes ,Indianapolis, Indiana,7 - 916- 611-2045
587,Anni-Frid Lyngstad,Anaheim, California,22- 3- 7- 2-8448
588,Anouk Aimee,Corpus Christi, Texas,456- 204-81- 7- 
589,Antal Dorati,Newark, New Jersey,463 -- 452-362- 
590,Anthony Beilenson,Gilbert town, Arizona,6.65 -- 6.65-546.6
591,Anthony Cerabino,Sacramento, California,601- - 7- - 7- 3-8509
592,Anthony Ervin,Greensboro, North Carolina,649- *404-048678
593,Anthony Field,Philadelphia, Pennsylvania,7434- 608-8885 * 78
594,Anthony Hecht,Irving, Texas,7 - 206- 21- 7- -8383
595,Anthony Hopkins,Fort Wayne, Indiana,49- 999-1845
596,Anthony Jackson ,Anaheim, California,954- 895-506.
597,Anthony Kledis,New Orleans, Louisiana,93  1-- 856-  1-3  1-  
598,Anthony Mann,Dallas, Texas,809 -- 246-3- 7- - 7- 0
599,Anthony Michelli,Chula Vista, California,209- 9- 7- 3-10- 7- 2
600,Anthony Newley,Plano, Texas,838- 868-806378
601,Anthony Ocaña ,Louisville/Jefferson, Kentucky,7220- 25- 7- -09  1-0 * 78
602,Anthony Phillips ,Nashville-Davidson, Tennessee,7 - 348 -- 912-265- 7- 
603,Anthony Sher,Chicago, Illinois,56 -- 834-09- 7- 1
604,Anthony Weiner,New York City, New York,6  1-0- 44  1--- 7- 92
605,Anton Bruckner,Boston, Massachusetts,994- 630-5
606,Anton Chekhov,Fort Worth, Texas,223- 814-08- 7- 8
607,Anton LaVey,Birmingham, Alabama,841- 808-69- 7- 8
608,Anton Rubinstein,Santa Ana, California,315- 455-320478
609,Anton Walbrook,Albuquerque, New Mexico,7305- 984-4- 7- 88 * 78
610,Anton Webern ,Kansas , Missouri,7 * -975687 - 01 - 1.4
611,"Antonelli, Dominic A.",Minneapolis, Minnesota,84- 248-9549
612,Antoni Slonimski,Milwaukee, Wisconsin,688- 361-422
613,Antonin Dvorak,Norfolk, Virginia,484- 84- 7- -5
614,Antonio Banderas,San Francisco, California,-189(787)01 - 1
615,Antonio Carlos Jobim ,Mesa, Arizona,990- 453-4654
616,António Chainho ,Norfolk, Virginia,318- 312-8- 7- 0978
617,Antonio Di Lorenzo,Raleigh, North Carolina,7 * -620087 - 01 - 1.4
618,Antonio Gentile,Louisville/Jefferson, Kentucky,7 - 480- 353-2694
619,Antonio Lauro ,Dallas, Texas,3  1-- 808-9894
620,Antonio Thomas,Chicago, Illinois,452- - 7- 86-- 7- 68
621,Antonio Villaraigosa,New York City, New York,281- 593-8
622,Antonio Vivaldi,Chesapeake, Virginia,9- 7- 6- 224-2548
623,Antony Genn ,Chandler, Arizona,584 -- 464-13- 7- - 7- 
624,Antony Hopkins,Gilbert town, Arizona,203- 6- 7- 8-595- 7- 78
625,Antony Wolfe,Cleveland, Ohio,7642 -- - 7- 24-54- 7- 2 * 78
626,Apache Chief,Lubbock, Texas,7 - 656 -- 289-8029
627,Apichatpong Weerasethakul,Detroit, Michigan,19- 42 - 7-   3096
628,Apolo Anton Ono,Reno, Nevada,-33*6(787)01 - 1
631,Arabella Figg,Madison, Wisconsin,489- 839-0881
634,Araki Mataemon ,San Bernardino, California,7 - 68 - 7-    801-1141
635,Aram Bedrosian,Seattle, Washington,00- 860-86  1-  1-
636,Archangelo Corelli ,Indianapolis, Indiana,6- 7- 5- 830-  1-  1-9- 7- 
637,Archibald Alphonso Alexander,Lexington-Fayette, Kentucky,7 * -294587 - 01 - 1.4
639,Archie Andrews,Wichita, Kansas,494- 942-52  1-9
640,Aretha Franklin,Irvine, California,3- 7- 3- - 7- 13-424378
642,Argus Filch,Portland, Oregon,7 - - 7- 49- 33*6-830- 7- 
643,Ari Fleischer,Birmingham, Alabama,46- 529-8596
644,Arie Eldad,St. Petersburg, Florida,299- 644-145
645,Ariel Durant,San Bernardino, California,321 -- 228-5- 7- - 7-
646,Ariel Sharon,Baltimore, Maryland,322 -- 49- 7- -5844
647,Arielle Dombasle,Chesapeake, Virginia,36- 7- - - 7- 52-9- 7- 19
648,Arion Salazar ,Chandler, Arizona,589- 23-  1--2- 7- 9378
649,Aristotle,Fresno, California,763  1-- - 7- 69-422- 7-  * 78
650,Arkady Strugatsky,Glendale, Arizona,7 - 486 -- 346-96- 7- 1
651,Arlen Specter,Dallas, Texas,7 * -624687 - 01 - 1.4
652,Arlo Guthrie,St. Louis, Missouri,558 -- 384-8- 7- 2
653,Armand Hammer,Madison, Wisconsin,854- 295-8
654,Armando Alejandro Oestrada,Birmingham, Alabama,8- 7- 2- - 7- 33*-4513
656,Armin Shimerman,Sacramento, California,56 - 7-    613-481978
657,Arne Duncan,Wichita, Kansas,7 * 682187 - 01 - 1.4
658,Arne Jacobsoen,Anchorage municipality, Alaska,7 - 28  1-- 38- 7- -8846
659,Arnie Kantrowitz,Dallas, Texas,65- 600-- 7- 165
660,Arno Allan Penzias,Henderson, Nevada,305- 831-142
661,Arno Penzias,Plano, Texas,831 -- 364-958- 
663,Arnold Brunner,Santa Ana, California,205- 828-868- 7- 
664,Arnold Denker,Omaha, Nebraska,7 * -567387 - 01 - 1.4
665,Arnold Marinissen,Dallas, Texas,736.6 -- 963-2388 * 78
666,Arnold Newman,Orlando, Florida,7 - 2- 7- 6- *409-0224
667,Arnold Palmer,Garland, Texas,- 7- 5- 855-3186
668,Arnold 'Red' Auerbach,Fort Wayne, Indiana,24- 7- - 849-445
669,Arnold Rosner,Fremont, California,462- - 7- 45-6
670,Arnold Rothstein,Lincoln, Nebraska,595 --5- 7- 9-0- 7- 93
671,Arnold Schoenberg,Cincinnati, Ohio,-902(787)01 - 1
672,Arnold Schwarzenegger,Scottsdale, Arizona,898- 318-411678
673,Arnolt Schlick,Fort Worth, Texas,76- 7- 2- 46- 7- -8855 * 78
674,Aron Nimzowitsch,Plano, Texas,354(787)01 - 1
675,Art Alexakis,Indianapolis, Indiana,82 -- 962-2155
676,Art Blakey,Fresno, California,389- 323-906.
677,Art Garfunkel,Washington, DC,222- - 7- 21-1
678,Art Heyman,Greensboro, North Carolina,944- 65 - 7-   60- 7- 4
679,Art Modell,Jersey , New Jersey,424- - 7- 58-- 7- - 7- 26
680,Art Neville,Newark, New Jersey,89- 7- - 269-4- 7- 0378
681,Art Rupe,Arlington, Texas,7450- 655-0261 * 78
682,Art Spiegelman,Boston, Massachusetts,7 - 2  1-3- 608-282  1-
683,Art Tatum,Baltimore, Maryland,- 7- 4- 482-  1-844
684,Art Verdi,Greensboro, North Carolina,694- 26- 7- -349- 7- 
685,Arthur Ashe,Oklahoma , Oklahoma,7 * 580087 - 01 - 1.4
686,Arthur Barrow ,Stockton, California,990- 399 - 64  1-5
687,Arthur Berger,Baltimore, Maryland,595- 922-2968
688,Arthur Bisguier,Raleigh, North Carolina,235- 992-364978
689,Arthur Blank,Washington, DC,7 * -46.6587 - 01 - 1.4
690,Arthur C. Clarke,Laredo, Texas,7 - 300- 818-8312
691,Arthur Chaskalson,Riverside, California,08 -- 433*-4986
692,Arthur Danto,Oklahoma , Oklahoma,885 -- 8- 7- 2-991
693,Arthur DeMoss ,Phoenix, Arizona,82  1-- 394-9
694,Arthur Fiedler,Norfolk, Virginia,8  1-  1-- 856 - 6.690
695,Arthur Hailey,Honolulu, Hawaii,639- 601-- 7- 959
696,Arthur Hayes Sulzberger,Minneapolis, Minnesota,358- 468-825178
697,Arthur Hiller,Charlotte, North Carolina,7391- 460-3259 * 78
698,Arthur Hull,Chicago, Illinois,7 - 6- 7- 8- 355-14- 7- 2
699,Arthur J. Goldberg,Orlando, Florida,58- 608-0142
700,Arthur Kane ,Baton Rouge, Louisiana,7 * -893887 - 01 - 1.4
701,Arthur Koestler,Phoenix, Arizona,7 * -846087 - 01 - 1.4
702,Arthur Kopit,Winston-Salem, North Carolina,551 -- 295-9820
703,Arthur Korn,Chandler, Arizona,482- 298-2834
704,Arthur Kornberg,Glendale, Arizona,8- 7-  - 7-    895-33*6578
705,Arthur Laurents,Houston, Texas,7319- 992-3924 * 78
706,Arthur Miller,Raleigh, North Carolina,7 * -365387 - 01 - 1.4
707,Arthur Murray,Anchorage municipality, Alaska,10- 9- 7- 2-5195
708,Arthur Rock,Bakersfield, California,264- 204-0- 7- 1
709,Arthur Rothstein,El Paso, Texas,423- 8- 7- 1-6- 7- 
710,Arthur Rubinstein,Newark, New Jersey,613 -- - 7- 92-5- 7- 2- 7- 
711,Arthur Schwartz,San Bernardino, California,*409- - 7- 61-0134
712,Arthur Seligman,Chicago, Illinois,893- 210-- 7- 00078
713,Arthur Spingarn,Birmingham, Alabama,76*40- 429-3- 7- 8- 7-  * 78
-714,"Arthur Sulzberger, Jr.",Mesa, Arizona,289 -- 8*40-4545
715,Arthur Szyk,Stockton, California,18- 859-033*6
716,Arthur Weasley,Riverside, California,843- 858-302- 7- 
717,Arthur Zimmermann,Philadelphia, Pennsylvania,6- 7- 9 -- 415-892- 
718,Artie Shaw,Hialeah, Florida,349- 816-5149
719,Artur Schnabel,St. Louis, Missouri,549- 5  1-4-5960
721,Arye Gross,Omaha, Nebraska,7390- 258-2658 * 78
722,Aryeh Kaplan,Jersey , New Jersey,7 - 33*0 -- 5- 7- 4-3146
723,Aryeh Neier,Santa Ana, California,90 --554-2- 7- 34
724,Asajj Ventress,Birmingham, Alabama,86  1-- 6- 7-   1--55- 7- 
725,Asamoah Gyan ,San Bernardino, California,858- 924-3
726,Ash Soan,Santa Ana, California,-388(787)01 - 1
728,Asher ben Jehiel,Washington, DC,7 * 6.66887 - 01 - 1.4
729,Ashitaka,Irvine, California,7*405- 823-5913 * 78
730,Ashlee Simpson,North Las Vegas, Nevada,7 * -383587 - 01 - 1.4
731,Ashley Montagu,Toledo, Ohio,95- 648-932  1-
732,Ashley Tisdale,Plano, Texas,6- 7- 5- 686 - 6.69
733,Ashton Kutcher,Buffalo, New York,283- 50  1--4  1-
734,Aston Barrett,Durham, North Carolina,6- 7- 8- 612-8- 7- - 7- 9
735,Astral Projection,Boise, Idaho,36- 7-  -- 960-9814
737,Asuka Langley Soryu ,Columbus, Ohio,753 - 7-    5- 7- 9-8861 * 78
738,Ato Egoyan,Los Angeles, California,7 * -167087 - 01 - 1.4
740,Atom Ant ,Fresno, California,92  1-- 205-959
741,Atom Ellis ,Long Beach, California,201- 3- 7- 9-9
742,Audrey Hepburn,Raleigh, North Carolina,565- 885-33*4  1-
743,August Belmont,Pittsburgh, Pennsylvania,396- 420 - 6  1-  1-  1-
744,Augusta Longbottom,Tampa, Florida,5- 7- 9- 3- 7- 3-510678
745,Auguste Lumiere,Anaheim, California,7680- 950-1854 * 78
746,Augustus ,Fort Worth, Texas,7 - 553- - 7- 62 - 6923-
747,Aunt May,Dallas, Texas,19- 452-5001
748,Aurra Sing,New Orleans, Louisiana,593- - 7- 81-626
749,Austen O'Brian ,El Paso, Texas,6- 7- 1- 365-05- 7-
750,Austin Peck  ,Portland, Oregon,28- 7- - 3- 7- 5-9- 7- 31
751,Austin Powers ,San Diego, California,84- 7- - - 7- 45-92- 7- 8
752,Ava Gardner,Birmingham, Alabama,365 --52- 7- -914678
753,Avery Johnson,New York City, New York,72- 7- 0- 53- 7- -0345 * 78
754,Avi Wigderson,Henderson, Nevada,7 - 213- 518-1120
756,Aviva Kempner,Dallas, Texas,609- 800-544
758,Avraham B. Yehoshua,Oklahoma , Oklahoma,890- 446-33*69
759,Avraham Itzjak Kook,New Orleans, Louisiana,23 - 6- 8  1-3 - 6594
760,Avraham Marcus Klingberg,Washington, DC,883- 344-028378
761,Avraham Stern,Indianapolis, Indiana,72- 7- 6- - 7- - 7- - 7- -5- 7- 91 * 78
762,Avram Goldstein,Miami, Florida,7 - 928- 309-5295
763,Avril Lavigne,Lincoln, Nebraska,38- *400-25- 7- 5
764,Avshalom,Phoenix, Arizona,583- 903-931
765,Avtalyon ,Chicago, Illinois,842- 225-23-  
766,Axl Rose,Lubbock, Texas,606- 933*-4- 7- 83
767,Ayatollah Khomeini,Chesapeake, Virginia,222- 906-6152
768,Ayeka Masaki Jurai ,San Antonio, Texas,- 7- 30- 34  1--553  1-78
769,Ayn Rand,Louisville/Jefferson, Kentucky,73*40- 565-33*14 * 78
770,Aynsley Dunbar,Atlanta, Georgia,7 - 885- 3  1-2-25- 7- 9
771,Ayre Gross,Birmingham, Alabama,83- 995-4604
772,Ayub Bachchu ,Tucson, Arizona,281- 8- 7- - 7- -158
773,Azharlevi Sianturi ,Las Vegas, Nevada,- 7- 05- 684-395- 
774,Azim Premji ,Indianapolis, Indiana,803 -- 468-8463
775,Azriel Hildesheimer,St. Paul, Minnesota,7 * -391787 - 01 - 1.4
776,Azriel Rosenfeld,Honolulu, Hawaii,606 --513-165- 7- 78
777,B la Kun,Chandler, Arizona,7298- 520-0994 * 78
778,B.B. King,Fort Worth, Texas,7 - 6.69- 603-2988
779,Babatunde Olatunji,Boise, Idaho,64- 2- 7- - 7- -5432
780,Babbie Mason ,Henderson, Nevada,261- 621-193
781,Babe Ruth,Cleveland, Ohio,2  1 - 6- 8- 7- 6-556  
782,Babydaddy,Chicago, Illinois,895- 362-9960
783,Bahya ibn Paquda,St. Louis, Missouri,346- 63- 7- -1889
784,Bail Organa,Irvine, California,808- - 7- 62-426478
785,Bailey Gatzert,Laredo, Texas,798- 7- - 923--46- 7- 8 * 78
786,Bakithi Kumalo ,New Orleans, Louisiana,7 - 89 - 7-    99 - 7-   6- 7- 39
787,Balsac the Jaws of Death,San Diego, California,-548(787)01 - 1
789,Bam Margera,Colorado Springs, Colorado,33*1- 685-9
790,Bamm-Bamm,Lubbock, Texas,4  1-2- 6.65-- 7-   1-3  1-
791,Barabara Stanwyck,Winston-Salem, North Carolina,7 * -485787 - 01 - 1.4
792,Barack Obama,San Antonio, Texas,802 -- 344-296278
793,Barbara Bach,Wichita, Kansas,7425 -- 2- 7- 5-1048 * 78
794,Barbara Bain,Los Angeles, California,7 - 413 -- 411-1- 7- 8- 7- 
795,Barbara Barrie,Hialeah, Florida,.63- 54  1--94  1-9
796,Barbara Boxer,St. Petersburg, Florida,55- 7- - *401-4- 7- - 7- - 7- 
797,Barbara Cartland,St. Petersburg, Florida,63- 7- - 231-520- 
798,Barbara Ehrenreich,Charlotte, North Carolina,*404- 564-- 7- 534
799,Barbara Fairchild  ,Madison, Wisconsin,558- - 7- *40-- 7- 54  1-
800,Barbara Gordon,Raleigh, North Carolina,284- 304 - 624- 7- 78
801,Barbara Hershey,Houston, Texas,7502- 236-9412 * 78
